STT,TuNgu,SoTu,PhienAm,IPA,LoaiTu,SoNghia,NghiaTiengViet,GhiChu,MoTa1,MoTa2
1477,ꪁꪮꪉ ꪖ꫁ꪱ,1,,,đg.,1,mong đợi,,ꪁꪮꪉ ꪖ꫁ꪱ ꪩꪴꪀ ꪣꪱ: mong đợi con về,
1478,ꪁꪮꪉ ꪕꪷ꪿,1,,,đg.,1,"mong ước, ước mong",,ꪁꪮꪉ ꪕꪷ꪿ ꪝꪷ꫁ ꪛ꫁ꪱꪙ ꪹꪀ꪿ꪱ: mong ước gặp lại bạn cũ,
1479,ꪁ꫁ꪮꪉ,1,,,d.,1,"chiêng, cồng",,* ꪕꪾꪚ ꪁ꫁ꪮꪉ ꪕꪾꪚ ꪶꪀ꪿ꪉ: đánh trống đánh chiêng,
1480,ꪁ꫁ꪮꪉ ꪚꪰ꫁ꪉ,1,,,d.,1,trống cơm,,: ,
1481,ꪁ꫁ꪮꪉ ꪵꪣ꪿,1,,,d.,1,chiêng cái,,: ,
1482,ꪁ꫁ꪮꪉ ꪝꪷ꪿,1,,,d.,1,chiêng nhỏ,,: ,
1483,ꪀꪮꪚ,1,,,d.,1,"cạp, viền, mép",,ꪀꪮꪚ ꪶꪬ꫁: cạp rá,
1484,ꪀꪮꪚ,1,,,d.,1,"cạp, nức, viền",,ꪀꪮꪚ ꪹꪩ꪿ꪱ ꪄꪰ꫁ꪉ ꪶꪬ꫁: cạp lại cái rá. ꪹꪎ꪿ ꪀꪮꪚ ꪵꪩ꫁ꪫ sứa kóp lẹo: viền xong cái đệm.,
1485,ꪀꪮꪚ,2,,,d.,1,"vốc, núm",,ꪀꪮꪚ ꪹꪀ ꫜ: một vốc muối; một núm muối,
1486,ꪀꪮꪚ,3,,,đg.,1,"góp, cóp",,ꪀꪮꪚ ꪹꪉꪷꪙ ꪀꪲꪙ: góp tiền ăn,
1487,ꪀꪮꪚ,2,,,d.,1,vốc,,ꪀꪮꪚ ꪀꪲꪙ ꪙꪾ꫁: vốc nước uống,
1488,ꪀꪮꪚ,3,,,đg.,2,hùn,,ꪀꪮꪚ ꪶꪀ꪿ꪀ: hùn vốn,
1489,ꪀꪮꪚ ꪡꪱꪥ,1,,,đg.,1,"gom góp, cóp nhặt",,ꪀꪮꪚ ꪡꪱꪥ ꪀꪮꪚ ꪹꪉꪷꪙ: gom góp tiền nong,
1490,ꪁꪮꪚ,1,,,d.,1,lượt,đường vòng,ꪚꪱꪙ ꪎꪮꪉ ꪁꪮꪚ: bừa hai lượt,
1491,ꪁꪮꪚ,2,,,p.,1,xuể,,ꪮꪴ꫁ꪣ ꪹꪚ꪿ꪱ ꪁꪮꪚ: ôm không xuể,
1492,ꪁꪮꪚ,3,,,đg.,1,,,: ,
1493,ꪁꪮꪚ ꪁꪮꪚ,1,,,t.,1,lọm cọm,,ꪎꪸ ꪐ꫁ꪱ ꪁꪮꪚ ꪁꪮꪚ: lọm cọm làm cỏ,
1494,ꪁꪮꪚ ꪁꪮꪚ,2,,,t.,1,cọm rọm,,ꪎꪰꪀ ꪹꪕ꫁ꪱ ꪼꪜ ꪁꪮꪚ ꪁꪮꪚ: cọm rọm chống gậy đi,
1495,ꪁꪮꪚ ꪁ꪿ꪺꪥ,1,,,đg.,1,quay vòng,,ꪁꪮꪚ ꪁ꪿ꪺꪥ ꪭꪮꪒ ꪠꪸꪙ ꪀ꪿ꪱꪀ: quay vòng đến phiên gác,
1498,ꪁꪮꪚ ꪁꪫꪱꪣ,1,,,đg.,1,trả lời dứt khoát,,ꪼꪜ ꪭꪳ ꪹꪚ꪿ꪱ ꪼꪜ ꪁꪷ꫁ ꪁꪮꪚ ꪁꪫꪱꪣ: đi hay không cũng trả lời dứt khoát,
1499,ꪁꪮꪚ ꪁꪳꪙ,1,,,đg.,1,,,: ,
1500,ꪀꪮꪚ ꪡꪱꪥ,1,,,đg.,2,chúc tụng,góp,ꪠꪱꪀ ꪁꪫꪱꪣ ꪀꪮꪚ ꪡꪱꪥ: gửi lời chúc tụng,
1501,ꪁꪮꪚ ꪁꪮꪚ,1,,,t.,2,còm cọm,,ꪙꪰ꪿ꪉ ꪊꪰꪀ ꪔꪮꪀ ꪁꪮꪚ ꪁꪮꪚ: còm cọm ngồi chẻ lạt,
1502,ꪀꪮꪒ,1,,,đg.,1,ôm,,ꪀꪮꪒ ꪊꪴꪚ ꪩꪴꪀ: ôm hôn con,
1503,ꪀꪮꪒ ꪝꪽ,1,,,đg.,1,ôm ấp,,ꪹꪯꪸꪣ ꪀꪮꪒ ꪝꪽ ꪩꪴꪀ: mẹ ôm ấp con,
1504,ꪀꪮꪒ ꪮꪴ꫁ꪣ,1,,,đg.,1,ấp ủ,,ꪀꪮꪒ ꪮꪴ꫁ꪣ ꪩꪴꪀ ꪭꪰꪀ: Ấp ủ con yêu,
1505,ꪀꪮꪒ ꪎꪱꪙ,1,,,đg.,1,,,: ,
1506,ꪁꪮꪒ,1,,,đg.,1,trợt lớt,,ꪬꪱꪉ ꪘꪴ ꪁꪮꪒ: đuôi chuột trợt lớt,
1507,ꪁꪮꪒ,2,,,đg.,1,vét,,ꪁꪮꪒ ꪢꪷ꫁: vét nồi,
1508,ꪁꪮꪒ,2,,,đg.,2,"nạo, gọt",,ꪁꪮꪒ ꪢꪱꪀ ꪶꪬ꪿ꪉ: nạo đu đủ,
1509,ꪁꪮꪒ ꪁ꫁ꪮꪥ,1,,,đg.,1,vét sạch,,ꪁꪮꪒ ꪁ꫁ꪮꪥ ꪶꪀ꫁ꪙ ꪢꪷ꫁: vét sạch đáy nồi,
1510,ꪁꪮꪒ ꪁ꫁ꪮꪥ,1,,,đg.,2,"ráo, ráo hảnh",,ꪘꪮꪉ ꪵꪬ꫁ꪉ ꪁꪮꪒ ꪁ꫁ꪮꪥ: ao cạn ráo,
1511,ꪁꪮꪒ ꪁ꫁ꪮꪥ,1,,,đg.,3,"moi móc,",,ꪁꪮꪒ ꪁ꫁ꪮꪥ ꪹꪉꪷꪙ ꪼꪜ ꪶꪤ꪿ꪉ ꪹꪢꪸꪒ: moi móc tiền tiêu hết,
1512,ꪁꪮꪒ ꪵꪁꪒ,1,,,t.,1,"cót két, cọt kẹt",,ꪎꪸꪉ ꪪꪲ꪿ꪉ ꪮꪴ꪿ ꪙꪽ ꪁꪮꪒ ꪵꪁꪒ: tiếng đưa nôi kêu cót két,
1513,ꪁꪮꪒ ꪹꪉꪷꪙ,1,,,đg.,1,nạo tiền,,ꪁꪮꪒ ꪹꪉꪷꪙ ꪮ꫁ꪱꪥ ꪹꪯꪸꪣ: nạo tiền bố mẹ,
1514,ꪶꪀ꪿,1,,,đg.,1,"cố, rán, rốn",,ꪶꪀ꪿ ꪋ꪿ꪮꪥ ꪀꪽ: cố giúp nhau,
1515,ꪶꪁ꪿,1,,,d.,1,khúc,,ꪶꪁ꪿ ꪼꪣ꫁ ꪊꪲꪉ: khúc gỗ,
1516,ꪶꪁ꫁,1,,,d.,1,cỗ,,ꪀꪲꪙ ꪶꪁ꫁: ăn cỗ,
1517,ꪶꪀ꪿ꪀ,2,,,d.,1,"gốc, cội, cỗi",,ꪶꪀ꪿ꪀ ꪼꪣ꫁: gốc cây,
1518,ꪶꪀ꪿ꪀ,2,,,d.,2,"vốn, gốc",,ꪶꪨꪣ ꪶꪀ꪿ꪀ: lỗ vốn,
1519,ꪶꪀ꪿ꪀ,2,,,d.,3,cả,,ꪩꪴꪀ ꪶꪀ꪿ꪀ: con cả,
1520,ꪶꪀ꪿ꪀ,2,,,d.,4,đầu,,ꪶꪕ ꪹꪩ꪿ꪱ ꪵꪔ꪿ ꪶꪀ꪿ꪀ: kể lại từ đầu,
1521,ꪶꪀ꪿ꪀ,2,,,d.,5,đứng đầu,,ꫛ ꪶꪀ꪿ꪀ ꪊꪲ꪿ꪉ ꪠꪴ꫁: người đứng đầu chính phủ,
1522,ꪶꪀ꪿ꪀ,1,,,d.,1,cốc,,ꪶꪀ꪿ꪀ ꪙꪾ꫁: cốc nước,
1523,ꪶꪀ꪿ꪀ,3,,,đg.,1,cốp,,ꪶꪀ꪿ꪀ ꪻꪎ꪿ ꪬꪺ: cốp vào đầu,
1524,ꪶꪀ꪿ꪀ ꪶꪀꪨ꫁ꪙ,1,,,d.,1,gáy,,ꪁꪳꪣ ꪶꪀ꪿ꪀ ꪶꪀꪨ꫁ꪙ: lạnh gáy,
1525,ꪶꪀ꪿ꪀ ꪀꪷ,1,,,d.,1,,,: ,
1526,ꪶꪀ꪿ꪀ ꪬꪱꪉ,1,,,d.,1,khấu đuôi,,ꪹꪐ꪿ ꪶꪀ꪿ꪀ ꪬꪱꪉ: thịt khấu đuôi,
1527,ꪶꪀ꪿ꪀ ꪬꪮꪣ,1,,,đ.,1,"thu thập, thu nhặt",,ꪶꪀ꪿ꪀ ꪬꪮꪣ ꪁꪫꪱꪣ ꪶꪕ ꪩꪱꪉ: thu thập truyện cổ tích,
1528,ꪶꪀ꪿ꪀ ꪬꪴ,1,,,d.,1,mang tai,,: ,
1529,ꪶꪀ꪿ꪀ ꪹꪬꪀ,1,,,d.,1,chân răng,,: ,
1530,ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ,1,,,d.,1,"gốc gác, gốc tích",,ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ ꪭꪷ꫁ ꪏꪮꪉ: gốc gác họ hàng,
1531,ꪶꪀ꪿ꪀ ꪄꪱ,1,,,d.,1,bẹn,,: ,
1532,ꪶꪀ꪿ꪀ ꪵꪄꪙ,1,,,d.,1,đầu cánh tay,,: ,
1533,ꪶꪀ꪿ꪀ ꪵꪅꪫꪀ,1,,,d.,1,đầu tiên,,ꪝꪷ꫁ ꪹꪕ꪿ ꪶꪀ꪿ꪀ ꪵꪅꪫꪀ: gặp lần đầu tiên,
1534,ꪶꪀ꪿ꪀ ꪀꪷ,1,,,d.,2,đầu não,,ꪶꪀ꪿ꪀ ꪀꪷ ꪀꪺꪙ ꪶꪓ꫁ꪥ: đầu não quân đội,
1535,ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ,1,,,d.,2,cốt lõi,,ꪶꪀ꪿ꪀ ꪵꪀ꪿ꪙ ꪄꪮꪉ ꪛꪱꪥ ꪪꪽ: cốt lõi của bài văn,
1536,ꪶꪀ꪿ꪀ ꪵꪅꪫꪀ,1,,,d.,2,ban đầu,,ꪀꪱꪒ ꪫꪽ ꪶꪀ꪿ꪀ ꪵꪅꪫꪀ: tốc độ ban đầu,
1537,ꪶꪀ꪿ꪀ ꪩꪲ꫁ꪙ,1,,,d.,1,cuống lưỡi,,: ,
1538,ꪶꪀ꪿ꪀ ꪜꪱꪥ,1,,,d.,1,"đầu đuôi, cỗi ngọn",,* ꪶꪀ꪿ꪀ ꪜꪱꪥ ꪎꪱꪥ ꪁꪽ: đầu đuôi sự việc,
1539,ꪶꪀ꪿ꪀ ꪶꪠꪣ,1,,,d.,1,"chân tóc, chân tơ",,: ,
1540,ꪶꪁ꫁ꪀ,1,,,đg.,1,cộc,,ꪶꪁ꫁ꪀ ꪬꪺ ꪻꪎ꪿ ꪹꪥꪉ: cộc đầu vào giường,
1541,ꪶꪁ꫁ꪀ ꪶꪁ꫁ꪀ,1,,,t.,1,cồng cộc,,ꪔ꪿ꪮꪥ ꪼꪣ꫁ ꪙꪽ ꪶꪁ꫁ꪀ ꪶꪁ꫁ꪀ: gõ cây kêu cồng cộc,
1542,ꪶꪁ꫁ꪀ ꪹꪁꪸ꫁ꪀ,1,,,t.,1,lộc cộc,,ꪼꪣ꫁ ꪶꪭꪥ ꪀꪽ ꪙꪽ ꪶꪁ꫁ꪀ ꪹꪁꪸ꫁ꪀ: gỗ va vào nhau kêu lộc cộc,
1543,ꪶꪀꪥ,1,,,d.,1,mông,,ꪹꪐ꪿ ꪶꪀꪥ: thịt mông,
1544,ꪶꪀ꪿ꪥ,1,,,đg.,1,đá,,ꪣ꫁ꪱ ꪶꪀ꪿ꪥ ꪀꪽ: ngựa đá nhau,
1545,ꪶꪀ꪿ꪥ ꪗ꫁ꪱꪉ,1,,,đg.,1,,,: ,
1546,ꪶꪀ꪿ꪥ ꪗꪲ꫁,1,,,đg.,1,đá văng,,ꪶꪀ꪿ꪥ ꪗꪲ꫁ ꪠꪱ ꪔꪴ: đá văng cánh cửa,
1547,ꪶꪁꪀ,1,,,đg.,1,sai khớp,,ꪶꪩ꫁ꪣ ꪵꪄꪙ ꪶꪁꪀ: ngã sai khớp cánh tay,
1548,ꪶꪀꪣ,1,,,t.,1,tròn,vật dài,ꪁꪷ꪿ ꪵꪄꪙ ꪶꪀꪣ: cổ tay tròn,
1549,ꪶꪀꪣ,2,,,đg.,1,"chửng, trọn",,ꪀꪳꪙ ꪶꪀꪣ ꪘ꪿꪿ꪺꪥ ꪢꪱꪀ ꪨꪮꪒ: nuốt chửng quả nhót,
1550,ꪶꪀꪣ ꪮꪘꪴ꪿ꪣ,1,,,t.,1,tròn trĩnh,vật dài,ꪁꪷ꪿ ꪵꪄꪙ ꪶꪀꪣ ꪮꪘꪴ꪿ꪣ: cổ tay tròn trĩnh,
1551,ꪶꪀ꪿ꪣ ꪶꪀꪥ,1,,,d.,1,,,: ,
1552,ꪶꪀ꫁ꪣ,1,,,đg.,1,cúi,,ꪶꪀ꫁ꪣ ꪬꪺ: cúi đầu,
1553,ꪶꪀ꫁ꪣ,1,,,t.,1,kín,,ꪡꪱ ꪶꪬ꪿ꪣ ꪶꪀ꫁ꪣ ꪶꪔ: chăn đắp kín người,
1554,ꪶꪀ꫁ꪣ,1,,,t.,2,"xấp, gấp bội",,ꪹꪥꪸꪒ ꪶꪀ꫁ꪣ ꪎꪮꪉ ꫛ: làm xấp hai người,
1555,ꪶꪀ꫁ꪣ,1,,,t.,3,"đủ để bao, để nuôi",,ꪹꪥꪸꪒ ꪶꪀ꫁ꪣ ꪼꪕ ꪹꪭꪙ: làm đủ nuôi sống gia đình,
1556,ꪶꪀꪣ,1,,,t.,2,khum khum,,ꪕꪱꪉ ꪶꪁꪣ ꪎꪨꪰꪉ ꪹꪔ꪿ꪱ: đường khum khum mai rùa,
1557,ꪶꪀ꫁ꪣ ꪶꪀ꪿ꪀ,1,,,t.,1,hoà vốn,,ꪄꪱꪥ ꪹꪋ꪿ꪉ ꪶꪀ꫁ꪣ ꪶꪀ꪿ꪀ: bán hàng hoà vốn,
1558,ꪶꪀ꫁ꪣ ꪬꪺ,1,,,đg.,1,cúi đầu,,ꪶꪀ꫁ꪣ ꪬꪺ ꪋꪲ꫁ꪫ ꪶꪕ꫁ꪥ: cúi đầu chịu tội,
1559,ꪶꪀ꫁ꪣ ꪶꪎꪚ,1,,,t.,1,đủ sống,,ꪄꪱꪥ ꪠꪰꪀ ꪶꪀ꫁ꪣ ꪶꪎꪚ: bán rau đủ sống,
1560,ꪶꪁꪣ,1,,,t.,1,"cùm, tróng",,ꪶꪁꪣ ꪹꪨꪸ꪿ꪀ: cùm sắt; tróng sắt,
1561,ꪶꪁꪣ,2,,,d.,1,lưỡi,,ꪶꪁꪣ ꪣꪲꪒ: lưỡi dao,
1562,ꪶꪁꪣ,3,,,d.,1,cặp,,ꪶꪁꪣ ꪹꪄ꫁ꪱ ꪶꪔ꫁ꪣ ꫜ: một cặp bánh chưng,
1563,ꪶꪁꪣ ꪁꪱ,1,,,d.,1,gông cùm,,: ,
1564,ꪶꪁꪣ,1,,,t.,1,cùm,,ꪶꪁꪣ ꪔꪲꪙ: cùm chân,
1565,ꪶꪁꪣ,2,,,d.,2,lưỡi sắc,,ꪣꪲꪒ ꪶꪁꪣ: lưỡi dao sắc,
1566,ꪶꪁꪣ,3,,,d.,1,phủ,,ꪶꪀꪚ ꪶꪁꪣ ꪀꪽ: Ếch phủ nhau,
1567,ꪶꪁꪣ ꪀꪾ꪿,1,,,d.,1,lưỡi sắc,vh,ꪣꪲꪒ ꪶꪁꪣ ꪀꪾ꪿ ꪵꪄꪫꪙ ꪵꪮꪫ: dao lưỡi sắc đeo hông,
1568,ꪶꪁꪣ ꪤꪲꪒ ꪤꪲꪒ,1,,,t.,1,sắc lẹm,,ꪶꪁꪣ ꪣꪲꪒ ꪶꪁꪣ ꪤꪲꪒ ꪤꪲꪒ: lưỡi dao sắc lẹm,
1569,ꪶꪀꪙ,1,,,d.,1,hốc; bộng,,ꪶꪀꪙ ꪼꪣ꫁: hốc cây; bộng cây,
1570,ꪶꪀꪙ,1,,,d.,2,đõ,,ꪶꪀꪙ ꪔꪱ ꪔꪸ꪿ꪙ: đõ ong mật,
1571,ꪶꪀꪙ,1,,,d.,3,ổ,thú rừng,ꪶꪀꪙ ꪶꪙ꫁ꪀ: ổ chim,
1572,ꪶꪀꪙ,1,,,d.,4,hóp,,ꪵꪀ꫁ꪣ ꪶꪀꪙ: má hóp,
1573,ꪶꪀꪙ ꪔꪱ,1,,,d.,1,Ổ mắt,,: ,
1574,ꪶꪀ꪿ꪙ,1,,,đg.,1,nhổ,vật to,ꪶꪀ꪿ꪙ ꪒꪰꪀ ꪭ꫁ꪺ: nhổ cọc rào,
1575,ꪶꪀ꪿ꪙ,2,,,đg.,1,tẩm bổ,ngựa,ꪶꪀ꪿ꪙ ꪣ꫁ꪱ ꪀ꪿ꪮꪙ ꪹꪋꪷ ꪼꪜ ꪔ꪿ꪱꪉ: tẩm bổ ngựa trước khi đi thồ,
1576,ꪶꪀ꫁ꪙ,1,,,d.,1,đít,,ꪶꪀ꫁ꪙ ꪎ꫁ꪺꪉ: đít quần,
1577,ꪶꪀ꫁ꪙ ꪊꪮꪥ,1,,,d.,1,"choi trôn, đít eo, mông móp",,ꪖ꫁ꪺꪥ ꪶꪀ꫁ꪙ ꪊꪮꪥ: bát choi trôn,
1578,ꪶꪀ꫁ꪙ ꪀꪮꪥ,1,,,d.,1,đít đoi,,: ,
1579,ꪶꪀ꫁ꪙ ꪵꪣꪙ,1,,,d.,1,lòi dom,,: ,
1580,ꪶꪀ꫁ꪙ ꪕꪰ꪿ꪉ ꪋ꫁ꪱꪀ,1,,,đg.,1,ngã ngửa ra,,ꪶꪔ꪿ꪀ ꪹꪩ ꪶꪀ꫁ꪙ ꪕꪰ꪿ꪉ ꪋ꫁ꪱꪀ: bị lừa ngã ngửa ra,
1581,ꪶꪀ꫁ꪙ ꪕꪴ,1,,,d.,1,lỗ thông khói,nhà,: ,
1582,ꪶꪁꪙ,1,,,d.,1,người,,ꪶꪁꪙ ꪼꪕ: người Thái,
1583,ꫛ,1,,,d.,1,,,: ,
1584,ꪶꪁꪙ,2,,,đg.,1,quấy,,ꪶꪁꪙ ꪹꪄ꫁ꪱ ꪢꪴ: quấy cám lợn,
1585,ꪶꪁꪙ ꪊ꫁ꪱꪉ,1,,,d.,1,người làm,,ꪜꪰꪉ ꪶꪀꪉ ꪶꪁꪙ ꪊ꫁ꪱꪉ: trả công người làm,
1586,ꪶꪀ꫁ꪙ,1,,,d.,2,trôn,,ꪶꪀ꫁ꪙ ꪖ꫁ꪺꪥ: trôn bát,
1587,ꪶꪀ꫁ꪙ,1,,,d.,3,đáy,,ꪶꪀ꫁ꪙ ꪗꪴꪉ: đáy thùng,
1588,ꪶꪁꪙ,1,,,d.,2,,,: ,
1589,ꪶꪁꪙ ꪻꪋ꫁,1,,,d.,1,"lao công, tạp vụ, đầu sai",,: ,
1590,ꪶꪁꪙ ꪀꪺꪉ,1,,,d.,1,tay trong,,ꪣꪲ ꪶꪁꪙ ꪀꪺꪉ ꪋ꪿ꪮꪥ ꪵꪭꪉ: có tay trong giúp sức,
1591,ꪶꪁꪙ ꪭꪰꪒ,1,,,t.,1,,,: ,
1592,ꪶꪁꪙ ꪹꪭꪙ,1,,,d.,1,người ở,,: ,
1593,ꪶꪁꪙ ꪵꪀ꪿,1,,,d.,1,kẻ cả,,ꪶꪁꪙ ꪵꪀ꪿ ꪀꪺꪉ ꪚ꫁ꪱꪙ: kẻ cả trong bản,
1594,ꪶꪁꪙ ꪹꪝ꪿ꪙ,1,,,d.,1,"người dưng, người xa lạ",,: ,
1595,ꪶꪁꪙ ꪁꪫꪱ,1,,,đg.,1,trộn lẫn,,ꪢꪱꪀ ꪉꪱ ꪶꪁꪙ ꪁꪫꪱ ꪻꪎ꪿ ꪹꪄ꫁ꪱ: vừng trộn lẫn với cơm,
1596,ꪶꪁꪙ ꪕꪾ,1,,,t.,1,đậm người,,ꪶꪁꪙ ꪕꪾ ꪬ꫁ꪱ ꪵꪭꪉ: đậm người khỏe mạnh,
1597,ꪶꪁꪙ ꪹꪭꪙ,1,,,d.,2,người nhà,,: ,
1598,ꪶꪁꪙ ꪁꪫꪱ,1,,,đg.,2,"lẫn lộn, trà trộn",,ꪝꪾꪚ ꪎꪳ ꪼꪫ꫁ ꪶꪁꪙ ꪁꪫꪱ: sách vở để lẫn lộn,
1599,ꪶꪁ꪿ꪙ,1,,,đg.,1,bật,cây,ꪶꪀ꪿ꪀ ꪼꪣ꫁ ꪶꪁ꪿ꪙ ꪮꪮꪀ: gốc cây bật ra,
1600,ꪶꪀ꪿ꪙ ꪶꪁꪩ꫁ꪀ,1,,,đg.,1,bật tung,cây,: ,
1601,ꪶꪁ꫁ꪙ,1,,,d.,1,cồn,,ꪶꪁ꫁ꪙ ꪁ꫁ꪽ: cồn xoa bóp,
1602,ꪶꪁ꫁ꪙ,2,,,đg.,1,lục,,ꪶꪁ꫁ꪙ ꪶꪖꪉ: lục túi,
1603,ꪶꪁ꫁ꪙ ꪶꪁ꪿,1,,,d.,1,khúc gỗ khô,,: ,
1604,ꪶꪁ꫁ꪙ ꪹꪕꪸ,1,,,đg.,1,lục lọi,,ꪶꪁ꫁ꪙ ꪹꪕꪸ ꪝꪾꪚ ꪎꪳ: lục lọi sách vở,
1605,ꪶꪀꪉ,1,,,d.,1,cần cung,,ꪶꪀꪉ ꪖꪱꪚ ꪠ꫁ꪱꪥ: cần cung bật bông,
1606,ꪶꪀꪉ,2,,,d.,1,,PY,: ,
1607,ꪶꪀꪉ,3,,,d.,1,công,,ꪄꪮꪉ ꪶꪀꪉ: của công,
1608,ꪶꪀꪉ ꪵꪭꪉ,1,,,d.,1,công sức,,ꪶꪀꪉ ꪵꪭꪉ ꪄꪮꪉ ꪹꪤꪸꪙ ꪹꪣꪉ: công sức của nhân dân,
1609,ꪶꪁ꫁ꪙ,2,,,đg.,2,khơi gợi,,ꪶꪁ꫁ꪙ ꪁꪫꪱꪣ: khơi chuyện,
1610,ꪶꪁ꫁ꪙ,2,,,đg.,3,tái lại,,ꪘꪱꪫ ꪼꪎ꫁ ꪶꪁ꫁ꪙ ꪮꪮꪀ: sốt rét tái lại,
1611,ꪶꪁ꫁ꪙ ꪶꪁ꪿,1,,,d.,2,củi lụt,,: ,
1612,ꪶꪀꪉ,3,,,d.,1,công,,ꪶꪁꪙ ꪣꪲ ꪶꪀꪉ: người có công,
1613,ꪶꪀꪉ ꪵꪭꪉ,1,,,d.,2,bõ công,,ꪶꪀꪉ ꪵꪭꪉ ꪵꪔ꫁ꪣ ꪝꪾꪚ ꪎꪳ: bõ công viết sách,
1614,ꪶꪀꪉ ꪅꪴꪙ,1,,,d.,1,công lao,,ꪜꪰꪉ ꪔꪮꪚ ꪶꪀꪉ ꪅꪴꪙ: đền đáp công lao,
1615,ꪶꪀꪉ ꪉꪸ꫁,1,,,d.,1,công đức,,ꪶꪀꪉ ꪉꪸ꫁ ꪀꪾꪚ ꪚ꫁ꪱꪙ ꪹꪣꪉ: công đức với bản mường,
1616,ꪶꪀꪉ ꪹꪮꪷꪙ,1,,,d.,1,công ơn,,ꪶꪀꪉ ꪹꪮꪷꪙ ꪝꪲ꪿ ꪙ꫁ꪮꪉ: công ơn anh em,
1617,ꪶꪀꪉ ꪁ꫁ꪫꪱꪉ,1,,,d.,1,cái đánh sốt,,: ,
1618,ꪶꪀꪉ ꪕ꫁ꪱꪉ,1,,,d.,1,công trạng,,: ,
1619,ꪶꪀꪉ ꪫꪸꪀ,1,,,d.,1,,,: ,
1621,ꪶꪀ꪿ꪉ,1,,,d.,1,trống,,* ꪕꪾꪚ ꪁ꫁ꪮꪉ ꪕꪾꪚ ꪶꪀ꪿ꪉ: đánh chiêng đánh trống,
1622,ꪶꪀ꪿ꪉ,2,,,t.,1,"hình cung, khum",đồ vật,ꪘ꫁ꪱ ꪄꪱ ꪶꪀ꪿ꪉ: cánh nỏ hình cung,
1623,ꪶꪀ꪿ꪉ,3,,,đg.,1,cống,,ꪄꪮꪉ ꪶꪀ꪿ꪉ ꪜꪺ: của cống vua,
1624,ꪶꪀ꪿ꪉ ꪶꪀꪀ,1,,,t.,1,lom khom,,ꪶꪀ꪿ꪉ ꪶꪀꪀ ꪎꪸ ꪐ꫁ꪱ: lom khom làm cỏ,
1625,ꪶꪀ꪿ꪉ ꪶꪀꪉ,1,,,t.,1,kênh,,ꪜꪸ꪿ꪉ ꪵꪜ꫁ꪙ ꪶꪀ꪿ꪉ ꪶꪀꪉ: tấm ván kênh,
1626,ꪶꪀ꪿ꪉ ꪹꪏꪷ,1,,,đg.,1,thờ cúng,,ꪶꪀ꪿ꪉ ꪹꪏꪷ ꪹꪜ꫁ꪱ ꪜꪴ꪿: thờ cúng tổ tiên,
1627,ꪶꪁꪉ,1,,,d.,1,lồng,,ꪶꪁꪉ ꪼꪀ꪿: lồng gà,
1628,ꪶꪁ꫁ꪉ,1,,,t.,1,vòng,,ꪼꪜ ꪕꪱꪉ ꪶꪁ꫁ꪉ: đi đường vòng,
1629,ꪶꪁ꫁ꪉ,2,,,d.,1,,,: ,
1630,ꪶꪁ꫁ꪉ,3,,,đg.,1,,,: ,
1631,ꪶꪀ꪿ꪉ,2,,,t.,2,vòng kiềng,,ꪘ꫁ꪱ ꪄꪱ ꪶꪀ꪿ꪉ: chân vòng kiềng,
1632,ꪶꪀ꪿ꪉ,2,,,t.,3,"vồng, vổng",,ꪢꪱ ꪶꪀ꪿ꪉ ꪬꪱꪉ: chó vồng đuôi,
1633,ꪶꪀ꪿ꪉ ꪶꪀꪉ,1,,,t.,2,cong hình vòng cung,,: ,
1634,ꪶꪁ꫁ꪉ,1,,,t.,2,quanh,ăn nói,ꪜꪱꪀ ꪶꪁ꫁ꪉ: nói quanh,
1635,ꪶꪀꪚ,1,,,d.,1,ếch,,ꪣꪴꪚ ꪶꪀꪚ: vồ ếch,
1636,ꪶꪀꪚ,2,,,d.,1,đài,,ꪶꪀꪚ ꪚꪮꪀ: đài hoa,
1637,ꪶꪀꪚ,3,,,d.,1,Ống hình máng,,: ,
1638,ꪶꪀꪚ,4,,,đg.,1,"cộp, đặt cửa",,ꪶꪀꪚ ꪹꪉꪷꪙ ꪘꪰ꫁ꪉ ꪝꪱꪙ ꪵꪋꪙ: cộp tiền tại sòng bạc,
1639,ꪶꪀꪚ,4,,,đg.,2,đánh cuộc,,ꪶꪀꪚ ꪀꪽ ꪬꪷ꪿ ꪁꪺꪙ ꫜ: đánh cuộc nhau một bao thuốc,
1640,ꪶꪀꪚ ꪚꪱꪥ,1,,,d.,1,Ếch bà,,: ,
1641,ꪶꪀꪚ ꪄꪸꪒ,1,,,d.,1,Ếch nhái,,: ,
1642,ꪶꪀꪚ ꪀꪲꪙ ꪹꪚꪙ,1,,,d.,1,nguyệt thực,,: ,
1643,ꪶꪀꪚ ꪣꪽ,1,,,d.,1,loại ếch sống tở khe lạnh,,: ,
1644,ꪶꪀꪚ ꪢ꪿ꪮꪙ,1,,,d.,1,loại ếch nhỏ,,: ,
1645,ꪶꪁꪚ,1,,,đg.,1,gấp,,ꪬꪱꪚ ꪶꪁꪚ ꪎꪮꪉ ꪶꪁꪙ: gánh gấp hai người,
